Nama Produk,Harga,Toko,Platform,Rating,Jumlah Terjual,Lokasi Toko,Link Produk,Diskon/Promo
Azarine Hydramax C Sunscreen Serum,236519,Azarine Shop,Tokopedia,4.8,3406,Metro,https://tokopedia.com/shop/product-697567-794132885,Diskon 15%
Citra Pearl Fair UV Face Cream,173089,Citra Center,Shopee,4.8,1162,Depok,https://shopee.co.id/product/307946/336786035,Cashback 5%
Somethinc Niacinamide Moisture Sabi Beet Serum,184919,Somethinc Beauty Store,Tokopedia,4.7,5564,Banjarmasin,https://tokopedia.com/shop/product-379764-181345305,Cashback 5%
Citra Pearl Fair UV Face Cream,153754,Citra Shop,Tokopedia,4.9,856,Palopo,tokopedia.com/official/product-338940-545673098,
Avoskin Miraculous Refining Serum,Rp208.130,Avoskin Official,Tokopedia,4.8,664,Kudus,https://tokopedia.com/shop/product-634825-600130413,buy1 get1
MS Glow Whitening Night Cream,278446,MS Glow Shop,Tokopedia,4.7,3970,Pangkalan Bun,https://tokopedia.com/beauty/product-160193-950732510,Diskon 8%
Garnier Bright Complete Serum,107855,Garnier Flagship,Shopee,4.9,4226,Madiun,https://shopee.co.id/product/194585/853095463,Diskon 10%
Azarine Hydramax C Sunscreen Serum,"81,057",Azarine Flagship,Tokopedia,4.6,3716,Kudus,,
MS Glow Whitening Night Cream,69755,MS Glow Flagship,Tokopedia,4.9,4564,Bogor,https://tokopedia.com/shop/product-670021-569250231,Diskon 20%
Azarine Hydramax C Sunscreen Serum,73524,Azarine Shop,Tokopedia,4.7,6590,Martapura,https://tokopedia.com/official/product-155749-985606077,
The Originote Bakuchiol Skin Barrier Serum,74635,The Originote Shop,Shopee,"4,7",3884,Kudus,https://shopee.co.id/product/259512/966015782,
Elsheskin Radiant Skin Serum,215094,Elsheskin Flagship,Shopee,5,1111,Ciamis,https://shopee.co.id/product/142888/746775221,Diskon 15%
Scarlett Whitening Acne Serum,158092,Scarlett Center,Shopee,4.8,338,Sidoarjo,https://shopee.co.id/product/216813/75871840,
Whitelab Brightening Face Serum,"271,721",Whitelab Official Store,Shopee,4.7,2985,Jember,https://tokopedia.com/official/product-641519-559007854,Diskon 15%
Citra Pearl Fair UV Face Cream,228518,Toko Citra,Tokopedia,4.9,2062,Semarang,https://tokopedia.com/beauty/product-285055-277949082,Diskon 5%
Avoskin Miraculous Refining Serum,90.002,Avoskin Beauty Store,Tokopedia,5,1261,Semarang,https://tokopedia.com/official/product-991726-837823298,Diskon 15%
Elsheskin Radiant Skin Serum,281906,Elsheskin Official,Tokopedia,4.7,2509,Karawang,tokopedia.com/official/product-271614-846291778,Diskon 12%
Somethinc Niacinamide Moisture Sabi Beet Serum,79219,Somethinc Flagship,Shopee,4.8,876,Manado,https://shopee.co.id/product/592083/998971325,
Avoskin Miraculous Refining Serum,280908,Avoskin Center,Tokopedia,,4642,Manado,https://tokopedia.com/shop/product-565449-831097191,Diskon 12%
Scarlett Whitening Acne Serum,116988,Scarlett Shop,Tokopedia,4.7,8589,Yogyakarta,https://tokopedia.com/official/product-639616-928064422,
Lacoco Dark Spot Essence,"64,169",Lacoco Center,Tokopedia,4.8,1011,Salatiga,https://tokopedia.com/beauty/product-670470-63500070,Bonus Sample
Hada Labo Gokujyun Ultimate Moisturizing Lotion,79450,Hada Labo Shop,Shopee,5,245,Kendal,shopee.co.id/product/165303/359944521,
The Originote Bakuchiol Skin Barrier Serum,172939,The Originote Official Store,Shopee,4.8,618,Pasuruan,https://shopee.co.id/product/681745/50348941,Bonus Sample
Whitelab Brightening Face Serum,222901,Whitelab Shop,Tokopedia,4.7,1606,Yogyakarta,https://tokopedia.com/official/product-227798-769542905,Bonus Sample
Erha Acneact Serum,30219,Erha Center,Tokopedia,4.7,81,Depok,https://tokopedia.com/official/product-530196-244285809,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp293.648,Hada Labo Center,Tokopedia,4.9,940,Pasuruan,tokopedia.com/official/product-279022-823811384,
MS Glow Whitening Night Cream,92833,MS Glow Official,Tokopedia,,1125,Pangkalan Bun,https://tokopedia.com/official/product-445746-566472863,Bonus Sample
Somethinc Niacinamide Moisture Sabi Beet Serum,"293,800",Somethinc Shop,Tokopedia,4.8,1933,Medan,https://tokopedia.com/beauty/product-757542-509154029,
Lacoco Dark Spot Essence,136223,Lacoco Beauty Store,Tokopedia,4.6,4874,Balikpapan,,
Erha Acneact Serum,94106,Erha Beauty Store,Tokopedia,"4,7",1674,Palembang,https://tokopedia.com/official/product-328931-65289580,Diskon 10%
NPURE Cica Beat The Sun SPF 50,81758,Toko NPURE,Shopee,,2916,Karawang,https://shopee.co.id/product/613708/856567537,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,177527,Some By Mi Flagship,Tokopedia,4.6,4121,Malang,,Diskon 10%
Whitelab Brightening Face Serum,261699,Whitelab Beauty Store,Tokopedia,4.6,4247,Cilacap,https://tokopedia.com/official/product-913531-147872607,
Emina Bright Stuff Face Serum,268615,Emina Official Store,Shopee,"4,6",4774,Cilacap,https://shopee.co.id/product/823559/489517235,Diskon 20%
Elsheskin Radiant Skin Serum,64839,Toko Elsheskin,Shopee,4.6,4706,Blitar,https://shopee.co.id/product/384626/509054119,buy1 get1
Skintific 5X Ceramide Barrier Repair Moisturizer,102911,Skintific Flagship,Shopee,,775,Palembang,https://shopee.co.id/product/978653/509488618,Diskon 9%
Somethinc Niacinamide Moisture Sabi Beet Serum,251654,Somethinc Flagship,Shopee,4.9,6207,Ciamis,https://shopee.co.id/product/667023/753138691,buy1 get1
Whitelab Brightening Face Serum,"78,413",Toko Whitelab,Shopee,"4,6",1330,Karawang,https://tokopedia.com/official/product-572005-936085655,Diskon 20%
MS Glow Whitening Night Cream,,MS Glow Official Store,Tokopedia,4.7,1665,Banyuwangi,https://tokopedia.com/beauty/product-860878-55733158,Diskon 20%
Whitelab Brightening Face Serum,242347,Whitelab Official Store,Shopee,4.7,1894,Kediri,https://tokopedia.com/shop/product-499106-24265666,Diskon 20%
Pond's Bright Beauty Triple Glow Serum,297479,Pond's Flagship,Shopee,5,932,Cirebon,https://shopee.co.id/product/362419/671019046,diskon 12%
Azarine Hydramax C Sunscreen Serum,237.923,Azarine Flagship,Tokopedia,5,2161,Samarinda,https://tokopedia.com/beauty/product-999894-523173844,Diskon 12%
Emina Bright Stuff Face Serum,240883,Emina Shop,Tokopedia,,123,Blitar,https://tokopedia.com/beauty/product-481147-546481289,Cashback 5%
Erha Acneact Serum,58.008,Erha Beauty Store,Tokopedia,4.9,129,Sidoarjo,https://tokopedia.com/beauty/product-664449-919260272,Buy 1 Get 1
Erha Acneact Serum,171262,Erha Official Store,Shopee,4.7,3094,Medan,https://shopee.co.id/product/123861/809802319,Diskon 8%
Pond's Bright Beauty Triple Glow Serum,79875,Pond's Official Store,Tokopedia,4.9,140,Madiun,https://tokopedia.com/shop/product-755994-184275572,Diskon 9%
Scarlett Whitening Acne Serum,75292,Scarlett Beauty Store,Tokopedia,4.8,717,Solo,https://tokopedia.com/shop/product-770355-223911610,Cashback 5%
Azarine Hydramax C Sunscreen Serum,87365,Toko Azarine,Tokopedia,4.6,5718,Samarinda,,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp36.228,Hada Labo Center,Shopee,4.7,9175,Malang,https://shopee.co.id/product/268108/12787196,Diskon 20%
Whitelab Brightening Face Serum,148361,Whitelab Center,Tokopedia,4.8,3008,Madiun,tokopedia.com/beauty/product-760847-468167148,
Azarine Hydramax C Sunscreen Serum,"84,755",Azarine Official,Tokopedia,"5,0",1693,Karawang,https://tokopedia.com/beauty/product-409284-462269798,Bonus Sample
Somethinc Niacinamide Moisture Sabi Beet Serum,111439,Somethinc Flagship,Tokopedia,"4,6",3008,Surabaya,https://tokopedia.com/beauty/product-133761-788928616,
Elsheskin Radiant Skin Serum,3122,Elsheskin Official Store,Shopee,5,175,Pontianak,shopee.co.id/product/510223/520246567,Voucher 20K
The Originote Bakuchiol Skin Barrier Serum,186530,Toko The Originote,Tokopedia,4.8,199,Solo,,Diskon 7%
Erha Acneact Serum,87836,Erha Center,Shopee,4.8,1425,Batam,https://shopee.co.id/product/700645/381357215,Diskon 9%
NPURE Cica Beat The Sun SPF 50,289138,NPURE Official,Shopee,4.8,3947,Manado,https://shopee.co.id/product/306208/613552866,Diskon 7%
Lacoco Dark Spot Essence,218.174,Lacoco Beauty Store,Tokopedia,4.9,2270,Magelang,,
Skintific 5X Ceramide Barrier Repair Moisturizer,230490,Skintific Shop,Shopee,4.6,653,Metro,https://shopee.co.id/product/547300/200703113,Free Gift
Hada Labo Gokujyun Ultimate Moisturizing Lotion,4474719,Hada Labo Flagship,Tokopedia,4.7,3386,Samarinda,https://tokopedia.com/beauty/product-741463-118751987,Gratis Ongkir
Azarine Hydramax C Sunscreen Serum,77716,Toko Azarine,Shopee,4.8,2666,Jakarta,shopee.co.id/product/899056/541132889,Cashback 5%
Somethinc Niacinamide Moisture Sabi Beet Serum,86853,Somethinc Center,Tokopedia,"4,7",3232,Jember,tokopedia.com/shop/product-575622-753946335,DISKON 15%
Erha Acneact Serum,214358,Erha Shop,Tokopedia,4.9,4560,Malang,,Diskon 5%
Somethinc Niacinamide Moisture Sabi Beet Serum,216104,Somethinc Official,Tokopedia,5,1425,Padang,https://tokopedia.com/beauty/product-235995-630651183,buy1 get1
Hada Labo Gokujyun Ultimate Moisturizing Lotion,215483,Hada Labo Official Store,Shopee,4.7,1680,Depok,https://shopee.co.id/product/442212/716645464,voucher 20k
Emina Bright Stuff Face Serum,57466,Toko Emina,Shopee,4.9,2679,Karawang,,Cashback 5%
Scarlett Whitening Acne Serum,58751,Scarlett Official,Tokopedia,5,2679,Bogor,https://tokopedia.com/official/product-494909-581530046,
Skintific 5X Ceramide Barrier Repair Moisturizer,45451,Toko Skintific,Shopee,4.9,4470,Karawang,https://shopee.co.id/product/700229/595600683,
Avoskin Miraculous Refining Serum,60146,Avoskin Shop,Tokopedia,,442,Sukabumi,https://tokopedia.com/shop/product-615145-405858094,Diskon 20%
Elsheskin Radiant Skin Serum,221335,Elsheskin Flagship,Tokopedia,4.8,2960,Bogor,https://tokopedia.com/official/product-701008-188157098,
Somethinc Niacinamide Moisture Sabi Beet Serum,126630,Toko Somethinc,Tokopedia,4.8,727,Padang,https://tokopedia.com/beauty/product-893503-419796843,
MS Glow Whitening Night Cream,240759,MS Glow Shop,Shopee,4.9,6885,Bandung,https://shopee.co.id/product/348853/976288177,Cashback 5%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,233498,Hada Labo Center,Tokopedia,4.9,500,Madiun,https://tokopedia.com/official/product-828112-584592197,
Garnier Bright Complete Serum,131662,Garnier Official Store,Shopee,"4,7",1453,Makassar,https://shopee.co.id/product/198406/11712924,Diskon 9%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,250977,Some By Mi Shop,Tokopedia,4.8,4435,Cilacap,https://tokopedia.com/beauty/product-580906-934832361,
Elsheskin Radiant Skin Serum,149349,Elsheskin Flagship,Shopee,4.9,1270,Ciamis,https://shopee.co.id/product/373072/268024418,Diskon 7%
Skintific 5X Ceramide Barrier Repair Moisturizer,Rp140.962,Skintific Official Store,Tokopedia,4.9,308,Kudus,https://tokopedia.com/shop/product-207820-545736004,
Scarlett Whitening Acne Serum,226846,Toko Scarlett,Shopee,5,6487,Sukabumi,https://shopee.co.id/product/402370/742042105,
The Originote Bakuchiol Skin Barrier Serum,255656,Toko The Originote,Tokopedia,4.7,1297,Ciamis,https://tokopedia.com/official/product-890325-206509971,
Somethinc Niacinamide Moisture Sabi Beet Serum,62222,Somethinc Beauty Store,Shopee,4.6,719,Pekanbaru,https://shopee.co.id/product/479509/811685079,Diskon 10%
Somethinc Niacinamide Moisture Sabi Beet Serum,216582,Somethinc Center,Tokopedia,4.7,559,Jember,https://tokopedia.com/official/product-882999-239047839,
Pond's Bright Beauty Triple Glow Serum,41465,Pond's Official,Tokopedia,4.7,98,Tangerang,https://tokopedia.com/shop/product-985119-976948612,Bonus Sample
Somethinc Niacinamide Moisture Sabi Beet Serum,253.645,Somethinc Flagship,Tokopedia,,5034,Sidoarjo,https://tokopedia.com/official/product-551230-477945717,Diskon 8%
Pond's Bright Beauty Triple Glow Serum,156.423,Pond's Flagship,Shopee,4.8,2067,Cilacap,https://shopee.co.id/product/105116/872295535,
Whitelab Brightening Face Serum,221011,Whitelab Official Store,tokopedia,4.7,830,Madiun,https://tokopedia.com/shop/product-379628-648499001,
Pond's Bright Beauty Triple Glow Serum,111812,Pond's Beauty Store,Tokopedia,4.6,9379,Cirebon,https://tokopedia.com/official/product-334226-377160888,
Wardah Lightening Day Cream Advanced Niacinamide,126524,Wardah Shop,Shopee,"4,6",2906,Padang,https://shopee.co.id/product/254409/86718447,voucher 20k
Wardah Lightening Day Cream Advanced Niacinamide,111345,Toko Wardah,Shopee,4.8,6465,Sidoarjo,https://shopee.co.id/product/780562/418373730,Cashback 5%
Citra Pearl Fair UV Face Cream,175402,Citra Official Store,Tokopedia,4.8,2040,Surabaya,https://tokopedia.com/shop/product-985948-867830965,Voucher 20K
Elsheskin Radiant Skin Serum,Rp253.444,Elsheskin Beauty Store,Shopee,4.7,1199,Batam,https://shopee.co.id/product/748087/53109429,Gratis Ongkir
Whitelab Brightening Face Serum,Rp251.315,Toko Whitelab,Shopee,"4,6",3350,Martapura,https://shopee.co.id/product/808973/780648904,
Somethinc Niacinamide Moisture Sabi Beet Serum,Rp42.266,Somethinc Flagship,Shopee,4.8,1353,Tegal,https://shopee.co.id/product/262104/367846847,Bonus Sample
Some By Mi AHA BHA PHA 30 Days Miracle Serum,188881,Toko Some By Mi,Tokopedia,4.6,193,Bekasi,https://tokopedia.com/official/product-555976-920014846,
Garnier Bright Complete Serum,"46,864",Garnier Official,Tokopedia,,947,Probolinggo,https://tokopedia.com/official/product-247271-926592039,Diskon 8%
Skintific 5X Ceramide Barrier Repair Moisturizer,280337,Skintific Official,Shopee,4.8,172,Martapura,https://shopee.co.id/product/757852/717053647,Bonus Sample
Skintific 5X Ceramide Barrier Repair Moisturizer,125673,Skintific Shop,Shopee,4.9,910,Banjarmasin,https://shopee.co.id/product/905303/694594777,buy1 get1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,167985,Some By Mi Beauty Store,Shopee,4.9,1426,Madiun,https://shopee.co.id/product/709854/29834974,diskon 20%
Erha Acneact Serum,122629,Erha Shop,Shopee,4.7,211,Tangerang,https://shopee.co.id/product/389939/476404741,Gratis Ongkir
Citra Pearl Fair UV Face Cream,65491,Citra Center,Shopee,4.9,1065,Pasuruan,https://shopee.co.id/product/838303/609086635,
NPURE Cica Beat The Sun SPF 50,90207,NPURE Beauty Store,Shopee,4.9,6514,Solo,https://shopee.co.id/product/233132/915632967,
Lacoco Dark Spot Essence,,Toko Lacoco,Tokopedia,4.7,1689,Bogor,https://tokopedia.com/official/product-801939-701485127,Free Gift
The Originote Bakuchiol Skin Barrier Serum,295045,The Originote Official,Tokopedia,5,-259,Balikpapan,https://tokopedia.com/shop/product-474726-846764022,Cashback 5%
Somethinc Niacinamide Moisture Sabi Beet Serum,165458,Somethinc Official,Tokopedia,4.9,2709,Bandung,tokopedia.com/beauty/product-631244-577855480,buy1 get1
MS Glow Whitening Night Cream,"41,904",MS Glow Shop,Shopee,4.7,5823,Metro,shopee.co.id/product/481274/83828471,Free Gift
Somethinc Niacinamide Moisture Sabi Beet Serum,225892,Somethinc Official Store,Tokopedia,4.7,2839,Manado,tokopedia.com/official/product-675400-521589594,FREE GIFT
Lacoco Dark Spot Essence,"48,976",Lacoco Beauty Store,Shopee,,1396,Pasuruan,https://shopee.co.id/product/496134/810774506,Cashback 5%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,160774,Some By Mi Shop,Tokopedia,4.6,7249,Pekanbaru,https://tokopedia.com/beauty/product-445729-891670113,Diskon 20%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,94521,Some By Mi Flagship,Shopee,5,1105,Pasuruan,https://shopee.co.id/product/624085/371997329,Diskon 15%
Somethinc Niacinamide Moisture Sabi Beet Serum,180572,Somethinc Flagship,Tokopedia,4.9,3613,Blitar,https://tokopedia.com/beauty/product-814215-642038140,Diskon 15%
Pond's Bright Beauty Triple Glow Serum,49033,Toko Pond's,Tokopedia,4.9,7940,Salatiga,https://tokopedia.com/official/product-390897-772847507,Diskon 9%
Azarine Hydramax C Sunscreen Serum,250154,Azarine Center,Tokopedia,4.6,4294,Balikpapan,https://tokopedia.com/official/product-490115-389421473,buy1 get1
Garnier Bright Complete Serum,172565,Garnier Official,Shopee,4.8,2908,Purwokerto,shopee.co.id/product/942185/714478802,Diskon 12%
Elsheskin Radiant Skin Serum,Rp206.058,Elsheskin Center,Tokopedia,4.7,374,Metro,https://tokopedia.com/official/product-972312-593395506,
Skintific 5X Ceramide Barrier Repair Moisturizer,151408,Skintific Flagship,Tokopedia,4.8,9664,Malang,https://tokopedia.com/beauty/product-966224-760908146,Voucher 20K
Erha Acneact Serum,211054,Erha Beauty Store,Shopee,5,3505,Denpasar,https://shopee.co.id/product/499433/979722370,Diskon 9%
Wardah Lightening Day Cream Advanced Niacinamide,69974,Wardah Center,Tokopedia,4.8,5177,Tangerang,https://tokopedia.com/shop/product-541807-406905366,Bonus Sample
Scarlett Whitening Acne Serum,293797,Scarlett Shop,Shopee,4.7,3441,Malang,https://shopee.co.id/pr0duct/323403/641834862,
Lacoco Dark Spot Essence,254859,Lacoco Center,Tokopedia,,2334,Makassar,https://tokopedia.com/shop/product-867827-927313202,
Emina Bright Stuff Face Serum,33012,Emina Flagship,Tokopedia,4.7,9367,Jakarta,tokopedia.com/shop/product-866132-14228234,Diskon 20%
Azarine Hydramax C Sunscreen Serum,Rp154.254,Toko Azarine,Shopee,4.8,1508,Malang,shopee.co.id/product/683629/488786242,Diskon 5%
Olay Total Effects 7 in One Day Cream,"101,858",Toko Olay,Tokopedia,4.6,1674,Salatiga,https://tokopedia.com/shop/product-835642-960863530,Buy 1 Get 1
Citra Pearl Fair UV Face Cream,145640,Citra Shop,Tokopedia,4.8,9501,Madiun,https://tokopedia.com/shop/product-745247-205996949,Bonus Sample
NPURE Cica Beat The Sun SPF 50,175608,Toko NPURE,Tokopedia,4.7,1160,Blitar,https://tokopedia.com/shop/product-850906-497360571,diskon 12%
Scarlett Whitening Acne Serum,141301,Scarlett Flagship,Tokopedia,4.7,150,Tangerang,https://tokopedia.com/shop/product-529812-700261590,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,137158,Some By Mi Official,Tokopedia,4.7,3429,Karawang,https://tokopedia.com/beauty/product-611305-726154957,Buy 1 Get 1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,289134,Some By Mi Beauty Store,Tokopedia,4.9,4917,Malang,https://tokopedia.com/official/product-412502-76881064,Diskon 15%
Erha Acneact Serum,271838,Erha Shop,Shopee,4.6,5859,Sukabumi,https://shopee.co.id/product/882058/722109904,Voucher 20K
Emina Bright Stuff Face Serum,84181,Emina Beauty Store,Shopee,"4,7",569,Madiun,https://shopee.co.id/product/905476/787393286,Gratis Ongkir
Garnier Bright Complete Serum,220436,Garnier Flagship,Tokopedia,4.8,2036,Jakarta,https://tokopedia.com/official/product-346816-849872688,
MS Glow Whitening Night Cream,"269,889",MS Glow Official,Tokopedia,4.8,9511,Palembang,https://tokopedia.com/shop/product-247968-347435300,
Garnier Bright Complete Serum,,Toko Garnier,Tokopedia,4.8,546,Kediri,https://tokopedia.com/shop/product-562678-517762848,
Scarlett Whitening Acne Serum,138925,Scarlett Shop,Tokopedia,4.8,9587,Balikpapan,https://tokopedia.com/beauty/product-369844-79354185,
Erha Acneact Serum,211969,Erha Center,Shopee,4.8,1869,Batam,https://shopee.co.id/product/548043/422924065,Diskon 7%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,Rp237.560,Some By Mi Beauty Store,Shopee,4.8,237,Salatiga,,Bonus Sample
Citra Pearl Fair UV Face Cream,"189,963",Toko Citra,Tokopedia,"5,0",1115,Kediri,https://tokopedia.com/beauty/product-309473-497357190,Bonus Sample
Avoskin Miraculous Refining Serum,186697,Avoskin Official Store,Shopee,"4,8",305,Banjarmasin,https://shopee.co.id/pr0duct/745610/96602662,Diskon 10%
Elsheskin Radiant Skin Serum,"147,570",Toko Elsheskin,Shopee,4.6,1036,Tegal,https://shopee.co.id/product/780570/540984879,Diskon 7%
The Originote Bakuchiol Skin Barrier Serum,269506,The Originote Flagship,Shopee,,8667,Kendal,https://shopee.co.id/product/766043/879758212,Diskon 10%
